Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2018-07-09,7276.0,0.0,0.0,0.0,0.0
2018-07-06,7207.33,0.0,0.0,0.0,0.0
2018-07-05,7101.05,0.0,0.0,0.0,0.0
2018-07-03,7014.55,0.0,0.0,0.0,0.0
2018-07-02,7097.82,0.0,0.0,0.0,0.0
2018-06-29,7040.8,0.0,0.0,0.0,0.0
2018-06-28,7031.6,0.0,0.0,0.0,0.0
2018-06-27,6969.67,0.0,0.0,0.0,0.0
2018-06-26,7068.2,0.0,0.0,0.0,0.0
2018-06-25,7038.17,0.0,0.0,0.0,0.0
2018-06-22,7197.51,0.0,0.0,0.0,0.0
2018-06-21,7217.49,0.0,0.0,0.0,0.0
2018-06-20,7280.7,0.0,0.0,0.0,0.0
2018-06-19,7228.04,0.0,0.0,0.0,0.0
2018-06-18,7251.41,0.0,0.0,0.0,0.0
2018-06-15,7255.76,0.0,0.0,0.0,0.0
2018-06-14,7279.59,0.0,0.0,0.0,0.0
2018-06-13,7205.26,0.0,0.0,0.0,0.0
2018-06-12,7209.18,0.0,0.0,0.0,0.0
2018-06-11,7168.48,0.0,0.0,0.0,0.0
2018-06-08,7152.62,0.0,0.0,0.0,0.0
2018-06-07,7152.83,0.0,0.0,0.0,0.0
2018-06-06,7210.08,0.0,0.0,0.0,0.0
2018-06-05,7166.75,0.0,0.0,0.0,0.0
2018-06-04,7143.57,0.0,0.0,0.0,0.0
2018-06-01,7083.93,0.0,0.0,0.0,0.0
2018-05-31,6967.73,0.0,0.0,0.0,0.0
2018-05-30,6976.37,0.0,0.0,0.0,0.0
2018-05-29,6926.54,0.0,0.0,0.0,0.0
2018-05-25,6960.92,0.0,0.0,0.0,0.0
2018-05-24,6949.7,0.0,0.0,0.0,0.0
2018-05-23,6953.63,0.0,0.0,0.0,0.0
2018-05-22,6893.62,0.0,0.0,0.0,0.0
2018-05-21,6905.53,0.0,0.0,0.0,0.0
2018-05-18,6866.25,0.0,0.0,0.0,0.0
2018-05-17,6901.63,0.0,0.0,0.0,0.0
2018-05-16,6929.97,0.0,0.0,0.0,0.0
2018-05-15,6888.54,0.0,0.0,0.0,0.0
2018-05-14,6964.37,0.0,0.0,0.0,0.0
2018-05-11,6952.56,0.0,0.0,0.0,0.0
2018-05-10,6963.55,0.0,0.0,0.0,0.0
2018-05-09,6893.21,0.0,0.0,0.0,0.0
2018-05-08,6815.48,0.0,0.0,0.0,0.0
2018-05-07,6821.87,0.0,0.0,0.0,0.0
2018-05-04,6769.12,0.0,0.0,0.0,0.0
2018-05-03,6643.48,0.0,0.0,0.0,0.0
2018-05-02,6644.48,0.0,0.0,0.0,0.0
2018-05-01,6681.96,0.0,0.0,0.0,0.0
2018-04-30,6605.57,0.0,0.0,0.0,0.0
2018-04-27,6656.35,0.0,0.0,0.0,0.0
2018-04-26,6649.65,0.0,0.0,0.0,0.0
2018-04-25,6513.94,0.0,0.0,0.0,0.0
2018-04-24,6509.05,0.0,0.0,0.0,0.0
2018-04-23,6648.8,0.0,0.0,0.0,0.0
2018-04-20,6667.75,0.0,0.0,0.0,0.0
2018-04-19,6774.89,0.0,0.0,0.0,0.0
2018-04-18,6833.21,0.0,0.0,0.0,0.0
2018-04-17,6816.37,0.0,0.0,0.0,0.0
2018-04-16,6675.18,0.0,0.0,0.0,0.0
2018-04-13,6628.34,0.0,0.0,0.0,0.0
2018-04-12,6656.26,0.0,0.0,0.0,0.0
2018-04-11,6583.44,0.0,0.0,0.0,0.0
2018-04-10,6615.87,0.0,0.0,0.0,0.0
2018-04-09,6472.34,0.0,0.0,0.0,0.0
2018-04-06,6433.21,0.0,0.0,0.0,0.0
2018-04-05,6594.84,0.0,0.0,0.0,0.0
2018-04-04,6560.06,0.0,0.0,0.0,0.0
2018-04-03,6458.83,0.0,0.0,0.0,0.0
2018-04-02,6390.84,0.0,0.0,0.0,0.0
2018-03-29,6581.13,0.0,0.0,0.0,0.0
2018-03-28,6460.81,0.0,0.0,0.0,0.0
2018-03-27,6529.84,0.0,0.0,0.0,0.0
2018-03-26,6753.83,0.0,0.0,0.0,0.0
2018-03-23,6508.09,0.0,0.0,0.0,0.0
2018-03-22,6682.26,0.0,0.0,0.0,0.0
2018-03-21,6853.45,0.0,0.0,0.0,0.0
2018-03-20,6885.92,0.0,0.0,0.0,0.0
2018-03-19,6864.88,0.0,0.0,0.0,0.0
2018-03-16,7019.95,0.0,0.0,0.0,0.0
2018-03-15,7030.97,0.0,0.0,0.0,0.0
2018-03-14,7040.98,0.0,0.0,0.0,0.0
2018-03-13,7046.51,0.0,0.0,0.0,0.0
2018-03-12,7131.12,0.0,0.0,0.0,0.0
2018-03-09,7101.18,0.0,0.0,0.0,0.0
2018-03-08,6966.43,0.0,0.0,0.0,0.0
2018-03-07,6929.39,0.0,0.0,0.0,0.0
2018-03-06,6913.02,0.0,0.0,0.0,0.0
2018-03-05,6881.28,0.0,0.0,0.0,0.0
2018-03-02,6811.04,0.0,0.0,0.0,0.0
2018-03-01,6750.54,0.0,0.0,0.0,0.0
2018-02-28,6854.42,0.0,0.0,0.0,0.0
2018-02-27,6900.35,0.0,0.0,0.0,0.0
2018-02-26,6989.1,0.0,0.0,0.0,0.0
2018-02-23,6896.6,0.0,0.0,0.0,0.0
2018-02-22,6761.85,0.0,0.0,0.0,0.0
2018-02-21,6759.26,0.0,0.0,0.0,0.0
2018-02-20,6779.69,0.0,0.0,0.0,0.0
2018-02-16,6770.66,0.0,0.0,0.0,0.0
2018-02-15,6794.92,0.0,0.0,0.0,0.0
2018-02-14,6675.03,0.0,0.0,0.0,0.0
2018-02-13,6553.86,0.0,0.0,0.0,0.0
2018-02-12,6523.85,0.0,0.0,0.0,0.0
2018-02-09,6412.68,0.0,0.0,0.0,0.0
2018-02-08,6306.1,0.0,0.0,0.0,0.0
2018-02-07,6582.02,0.0,0.0,0.0,0.0
2018-02-06,6665.98,0.0,0.0,0.0,0.0
2018-02-05,6495.92,0.0,0.0,0.0,0.0
2018-02-02,6760.29,0.0,0.0,0.0,0.0
2018-02-01,6901.5,0.0,0.0,0.0,0.0
2018-01-31,6949.99,0.0,0.0,0.0,0.0
2018-01-30,6930.73,0.0,0.0,0.0,0.0
2018-01-29,6988.32,0.0,0.0,0.0,0.0
2018-01-26,7022.97,0.0,0.0,0.0,0.0
2018-01-25,6916.3,0.0,0.0,0.0,0.0
2018-01-24,6919.35,0.0,0.0,0.0,0.0
2018-01-23,6963.46,0.0,0.0,0.0,0.0
2018-01-22,6906.28,0.0,0.0,0.0,0.0
2018-01-19,6834.33,0.0,0.0,0.0,0.0
2018-01-18,6811.38,0.0,0.0,0.0,0.0
2018-01-17,6810.28,0.0,0.0,0.0,0.0
2018-01-16,6737.14,0.0,0.0,0.0,0.0
2018-01-12,6758.54,0.0,0.0,0.0,0.0
2018-01-11,6708.49,0.0,0.0,0.0,0.0
2018-01-10,6662.66,0.0,0.0,0.0,0.0
2018-01-09,6677.94,0.0,0.0,0.0,0.0
2018-01-08,6676.63,0.0,0.0,0.0,0.0
2018-01-05,6653.29,0.0,0.0,0.0,0.0
2018-01-04,6584.58,0.0,0.0,0.0,0.0
2018-01-03,6575.8,0.0,0.0,0.0,0.0
2018-01-02,6511.34,0.0,0.0,0.0,0.0
2017-12-29,6396.42,0.0,0.0,0.0,0.0
2017-12-28,6441.42,0.0,0.0,0.0,0.0
2017-12-27,6435.15,0.0,0.0,0.0,0.0
2017-12-26,6433.16,0.0,0.0,0.0,0.0
2017-12-22,6465.17,0.0,0.0,0.0,0.0
2017-12-21,6472.69,0.0,0.0,0.0,0.0
2017-12-20,6472.48,0.0,0.0,0.0,0.0
2017-12-19,6480.67,0.0,0.0,0.0,0.0
2017-12-18,6513.27,0.0,0.0,0.0,0.0
2017-12-15,6466.32,0.0,0.0,0.0,0.0
2017-12-14,6389.91,0.0,0.0,0.0,0.0
2017-12-13,6394.67,0.0,0.0,0.0,0.0
2017-12-12,6383.65,0.0,0.0,0.0,0.0
2017-12-11,6393.89,0.0,0.0,0.0,0.0
2017-12-08,6344.57,0.0,0.0,0.0,0.0
2017-12-07,6316.28,0.0,0.0,0.0,0.0
2017-12-06,6293.05,0.0,0.0,0.0,0.0
2017-12-05,6265.11,0.0,0.0,0.0,0.0
2017-12-04,6263.7,0.0,0.0,0.0,0.0
2017-12-01,6337.87,0.0,0.0,0.0,0.0
2017-11-30,6365.56,0.0,0.0,0.0,0.0
2017-11-29,6311.37,0.0,0.0,0.0,0.0
2017-11-28,6422.56,0.0,0.0,0.0,0.0
2017-11-27,6405.97,0.0,0.0,0.0,0.0
2017-11-24,6409.29,0.0,0.0,0.0,0.0
2017-11-22,6386.12,0.0,0.0,0.0,0.0
2017-11-21,6378.63,0.0,0.0,0.0,0.0
2017-11-20,6308.61,0.0,0.0,0.0,0.0
2017-11-17,6314.51,0.0,0.0,0.0,0.0
2017-11-16,6339.14,0.0,0.0,0.0,0.0
2017-11-15,6258.36,0.0,0.0,0.0,0.0
2017-11-14,6293.64,0.0,0.0,0.0,0.0
2017-11-13,6316.18,0.0,0.0,0.0,0.0
2017-11-10,6309.07,0.0,0.0,0.0,0.0
2017-11-09,6312.21,0.0,0.0,0.0,0.0
2017-11-08,6345.81,0.0,0.0,0.0,0.0
2017-11-07,6320.78,0.0,0.0,0.0,0.0
2017-11-06,6313.61,0.0,0.0,0.0,0.0
2017-11-03,6295.58,0.0,0.0,0.0,0.0
2017-11-02,6236.39,0.0,0.0,0.0,0.0
2017-11-01,6248.65,0.0,0.0,0.0,0.0
2017-10-31,6248.56,0.0,0.0,0.0,0.0
2017-10-30,6227.59,0.0,0.0,0.0,0.0
2017-10-27,6213.47,0.0,0.0,0.0,0.0
2017-10-26,6037.87,0.0,0.0,0.0,0.0
2017-10-25,6055.04,0.0,0.0,0.0,0.0
2017-10-24,6080.22,0.0,0.0,0.0,0.0
2017-10-23,6067.83,0.0,0.0,0.0,0.0
2017-10-20,6108.82,0.0,0.0,0.0,0.0
2017-10-19,6092.62,0.0,0.0,0.0,0.0
2017-10-18,6114.35,0.0,0.0,0.0,0.0
2017-10-17,6122.61,0.0,0.0,0.0,0.0
2017-10-16,6114.53,0.0,0.0,0.0,0.0
2017-10-13,6092.45,0.0,0.0,0.0,0.0
2017-10-12,6069.99,0.0,0.0,0.0,0.0
2017-10-11,6081.25,0.0,0.0,0.0,0.0
2017-10-10,6063.52,0.0,0.0,0.0,0.0
2017-10-09,6058.53,0.0,0.0,0.0,0.0
2017-10-06,6064.57,0.0,0.0,0.0,0.0
2017-10-05,6057.14,0.0,0.0,0.0,0.0
2017-10-04,5998.84,0.0,0.0,0.0,0.0
2017-10-03,5995.06,0.0,0.0,0.0,0.0
2017-10-02,5981.92,0.0,0.0,0.0,0.0
2017-09-29,5979.3,0.0,0.0,0.0,0.0
2017-09-28,5933.07,0.0,0.0,0.0,0.0
2017-09-27,5937.79,0.0,0.0,0.0,0.0
2017-09-26,5881.34,0.0,0.0,0.0,0.0
2017-09-25,5867.35,0.0,0.0,0.0,0.0
2017-09-22,5932.32,0.0,0.0,0.0,0.0
2017-09-21,5934.91,0.0,0.0,0.0,0.0
2017-09-20,5973.6,0.0,0.0,0.0,0.0
2017-09-19,5991.08,0.0,0.0,0.0,0.0
2017-09-18,5981.12,0.0,0.0,0.0,0.0
2017-09-15,5988.0,0.0,0.0,0.0,0.0
2017-09-14,5968.82,0.0,0.0,0.0,0.0
2017-09-13,6004.38,0.0,0.0,0.0,0.0
2017-09-12,5995.64,0.0,0.0,0.0,0.0
2017-09-11,5980.53,0.0,0.0,0.0,0.0
2017-09-08,5913.37,0.0,0.0,0.0,0.0
2017-09-07,5964.31,0.0,0.0,0.0,0.0
2017-09-06,5951.13,0.0,0.0,0.0,0.0
2017-09-05,5932.73,0.0,0.0,0.0,0.0
2017-09-01,5987.9,0.0,0.0,0.0,0.0
2017-08-31,5988.6,0.0,0.0,0.0,0.0
2017-08-30,5932.9,0.0,0.0,0.0,0.0
2017-08-29,5862.14,0.0,0.0,0.0,0.0
2017-08-28,5838.08,0.0,0.0,0.0,0.0
2017-08-25,5822.53,0.0,0.0,0.0,0.0
2017-08-24,5834.44,0.0,0.0,0.0,0.0
2017-08-23,5851.78,0.0,0.0,0.0,0.0
2017-08-22,5873.33,0.0,0.0,0.0,0.0
2017-08-21,5786.54,0.0,0.0,0.0,0.0
2017-08-18,5790.91,0.0,0.0,0.0,0.0
2017-08-17,5796.32,0.0,0.0,0.0,0.0
2017-08-16,5917.42,0.0,0.0,0.0,0.0
2017-08-15,5907.73,0.0,0.0,0.0,0.0
2017-08-14,5908.17,0.0,0.0,0.0,0.0
2017-08-11,5831.53,0.0,0.0,0.0,0.0
2017-08-10,5788.19,0.0,0.0,0.0,0.0
2017-08-09,5919.39,0.0,0.0,0.0,0.0
2017-08-08,5926.35,0.0,0.0,0.0,0.0
2017-08-07,5934.73,0.0,0.0,0.0,0.0
2017-08-04,5899.91,0.0,0.0,0.0,0.0
2017-08-03,5891.2,0.0,0.0,0.0,0.0
2017-08-02,5914.23,0.0,0.0,0.0,0.0
2017-08-01,5895.17,0.0,0.0,0.0,0.0
2017-07-31,5880.33,0.0,0.0,0.0,0.0
2017-07-28,5908.92,0.0,0.0,0.0,0.0
2017-07-27,5917.03,0.0,0.0,0.0,0.0
2017-07-26,5950.73,0.0,0.0,0.0,0.0
2017-07-25,5930.65,0.0,0.0,0.0,0.0
2017-07-24,5941.37,0.0,0.0,0.0,0.0
2017-07-21,5921.52,0.0,0.0,0.0,0.0
2017-07-20,5921.22,0.0,0.0,0.0,0.0
2017-07-19,5916.16,0.0,0.0,0.0,0.0
2017-07-18,5880.1,0.0,0.0,0.0,0.0
2017-07-17,5839.74,0.0,0.0,0.0,0.0
2017-07-14,5838.08,0.0,0.0,0.0,0.0
2017-07-13,5793.36,0.0,0.0,0.0,0.0
2017-07-12,5778.95,0.0,0.0,0.0,0.0
2017-07-11,5709.8,0.0,0.0,0.0,0.0
2017-07-10,5694.15,0.0,0.0,0.0,0.0
2017-07-07,5656.47,0.0,0.0,0.0,0.0
2017-07-06,5597.9,0.0,0.0,0.0,0.0
2017-07-05,5648.82,0.0,0.0,0.0,0.0
2017-07-03,5596.96,0.0,0.0,0.0,0.0
2017-06-30,5646.92,0.0,0.0,0.0,0.0
2017-06-29,5653.02,0.0,0.0,0.0,0.0
2017-06-28,5753.03,0.0,0.0,0.0,0.0
2017-06-27,5671.6,0.0,0.0,0.0,0.0
2017-06-26,5777.59,0.0,0.0,0.0,0.0
2017-06-23,5803.11,0.0,0.0,0.0,0.0
2017-06-22,5779.87,0.0,0.0,0.0,0.0
2017-06-21,5782.39,0.0,0.0,0.0,0.0
2017-06-20,5726.31,0.0,0.0,0.0,0.0
2017-06-19,5772.22,0.0,0.0,0.0,0.0
2017-06-16,5681.48,0.0,0.0,0.0,0.0
2017-06-15,5700.89,0.0,0.0,0.0,0.0
2017-06-14,5727.07,0.0,0.0,0.0,0.0
2017-06-13,5751.82,0.0,0.0,0.0,0.0
2017-06-12,5708.18,0.0,0.0,0.0,0.0
2017-06-09,5741.94,0.0,0.0,0.0,0.0
2017-06-08,5885.3,0.0,0.0,0.0,0.0
2017-06-07,5877.59,0.0,0.0,0.0,0.0
2017-06-06,5856.77,0.0,0.0,0.0,0.0
2017-06-05,5878.12,0.0,0.0,0.0,0.0
2017-06-02,5881.46,0.0,0.0,0.0,0.0
2017-06-01,5816.51,0.0,0.0,0.0,0.0
2017-05-31,5788.8,0.0,0.0,0.0,0.0
2017-05-30,5794.63,0.0,0.0,0.0,0.0
2017-05-26,5788.36,0.0,0.0,0.0,0.0
2017-05-25,5778.37,0.0,0.0,0.0,0.0
2017-05-24,5730.3,0.0,0.0,0.0,0.0
2017-05-23,5703.35,0.0,0.0,0.0,0.0
2017-05-22,5699.4,0.0,0.0,0.0,0.0
2017-05-19,5651.56,0.0,0.0,0.0,0.0
2017-05-18,5626.31,0.0,0.0,0.0,0.0
2017-05-17,5580.55,0.0,0.0,0.0,0.0
2017-05-16,5724.44,0.0,0.0,0.0,0.0
2017-05-15,5704.48,0.0,0.0,0.0,0.0
2017-05-12,5686.81,0.0,0.0,0.0,0.0
2017-05-11,5674.22,0.0,0.0,0.0,0.0
2017-05-10,5681.68,0.0,0.0,0.0,0.0
2017-05-09,5678.31,0.0,0.0,0.0,0.0
2017-05-08,5659.07,0.0,0.0,0.0,0.0
2017-05-05,5646.09,0.0,0.0,0.0,0.0
2017-05-04,5626.32,0.0,0.0,0.0,0.0
2017-05-03,5625.16,0.0,0.0,0.0,0.0
2017-05-02,5644.07,0.0,0.0,0.0,0.0
2017-05-01,5629.63,0.0,0.0,0.0,0.0
2017-04-28,5583.53,0.0,0.0,0.0,0.0
2017-04-27,5571.28,0.0,0.0,0.0,0.0
2017-04-26,5541.09,0.0,0.0,0.0,0.0
2017-04-25,5548.19,0.0,0.0,0.0,0.0
2017-04-24,5508.03,0.0,0.0,0.0,0.0
2017-04-21,5442.05,0.0,0.0,0.0,0.0
2017-04-20,5443.53,0.0,0.0,0.0,0.0
2017-04-19,5399.64,0.0,0.0,0.0,0.0
2017-04-18,5391.66,0.0,0.0,0.0,0.0
2017-04-17,5399.2,0.0,0.0,0.0,0.0
2017-04-13,5353.59,0.0,0.0,0.0,0.0
2017-04-12,5377.03,0.0,0.0,0.0,0.0
2017-04-11,5398.4,0.0,0.0,0.0,0.0
2017-04-10,5421.68,0.0,0.0,0.0,0.0
2017-04-07,5418.37,0.0,0.0,0.0,0.0
2017-04-06,5420.88,0.0,0.0,0.0,0.0
2017-04-05,5418.52,0.0,0.0,0.0,0.0
2017-04-04,5440.41,0.0,0.0,0.0,0.0
2017-04-03,5432.2,0.0,0.0,0.0,0.0
2017-03-31,5436.23,0.0,0.0,0.0,0.0
2017-03-30,5439.74,0.0,0.0,0.0,0.0
2017-03-29,5430.27,0.0,0.0,0.0,0.0
2017-03-28,5407.21,0.0,0.0,0.0,0.0
2017-03-27,5374.27,0.0,0.0,0.0,0.0
2017-03-24,5364.0,0.0,0.0,0.0,0.0
2017-03-23,5355.14,0.0,0.0,0.0,0.0
2017-03-22,5367.55,0.0,0.0,0.0,0.0
2017-03-21,5332.53,0.0,0.0,0.0,0.0
2017-03-20,5413.31,0.0,0.0,0.0,0.0
2017-03-17,5408.76,0.0,0.0,0.0,0.0
2017-03-16,5412.08,0.0,0.0,0.0,0.0
2017-03-15,5416.25,0.0,0.0,0.0,0.0
2017-03-14,5382.17,0.0,0.0,0.0,0.0
2017-03-13,5394.57,0.0,0.0,0.0,0.0
2017-03-10,5385.9,0.0,0.0,0.0,0.0
2017-03-09,5363.98,0.0,0.0,0.0,0.0
2017-03-08,5359.8,0.0,0.0,0.0,0.0
2017-03-07,5351.28,0.0,0.0,0.0,0.0
2017-03-06,5360.31,0.0,0.0,0.0,0.0
2017-03-03,5373.48,0.0,0.0,0.0,0.0
2017-03-02,5363.26,0.0,0.0,0.0,0.0
2017-03-01,5390.99,0.0,0.0,0.0,0.0
2017-02-28,5330.31,0.0,0.0,0.0,0.0
2017-02-27,5347.55,0.0,0.0,0.0,0.0
2017-02-24,5343.31,0.0,0.0,0.0,0.0
2017-02-23,5332.37,0.0,0.0,0.0,0.0
2017-02-22,5352.13,0.0,0.0,0.0,0.0
2017-02-21,5350.73,0.0,0.0,0.0,0.0
2017-02-17,5324.72,0.0,0.0,0.0,0.0
2017-02-16,5300.64,0.0,0.0,0.0,0.0
2017-02-15,5302.39,0.0,0.0,0.0,0.0
2017-02-14,5271.07,0.0,0.0,0.0,0.0
2017-02-13,5256.82,0.0,0.0,0.0,0.0
2017-02-10,5226.69,0.0,0.0,0.0,0.0
2017-02-09,5212.16,0.0,0.0,0.0,0.0
2017-02-08,5196.58,0.0,0.0,0.0,0.0
2017-02-07,5185.88,0.0,0.0,0.0,0.0
2017-02-06,5167.96,0.0,0.0,0.0,0.0
2017-02-03,5161.6,0.0,0.0,0.0,0.0
2017-02-02,5147.7,0.0,0.0,0.0,0.0
2017-02-01,5152.69,0.0,0.0,0.0,0.0
2017-01-31,5116.77,0.0,0.0,0.0,0.0
2017-01-30,5129.33,0.0,0.0,0.0,0.0
2017-01-27,5168.06,0.0,0.0,0.0,0.0
2017-01-26,5156.92,0.0,0.0,0.0,0.0
2017-01-25,5151.47,0.0,0.0,0.0,0.0
2017-01-24,5101.06,0.0,0.0,0.0,0.0
2017-01-23,5065.7,0.0,0.0,0.0,0.0
2017-01-20,5063.2,0.0,0.0,0.0,0.0
2017-01-19,5051.17,0.0,0.0,0.0,0.0
2017-01-18,5055.85,0.0,0.0,0.0,0.0
2017-01-17,5044.65,0.0,0.0,0.0,0.0
2017-01-13,5059.51,0.0,0.0,0.0,0.0
2017-01-12,5041.43,0.0,0.0,0.0,0.0
2017-01-11,5050.21,0.0,0.0,0.0,0.0
2017-01-10,5035.17,0.0,0.0,0.0,0.0
2017-01-09,5024.9,0.0,0.0,0.0,0.0
2017-01-06,5007.08,0.0,0.0,0.0,0.0
2017-01-05,4964.95,0.0,0.0,0.0,0.0
2017-01-04,4937.2,0.0,0.0,0.0,0.0
2017-01-03,4911.33,0.0,0.0,0.0,0.0
2016-12-30,4863.62,0.0,0.0,0.0,0.0
2016-12-29,4918.28,0.0,0.0,0.0,0.0
2016-12-28,4926.29,0.0,0.0,0.0,0.0
2016-12-27,4965.81,0.0,0.0,0.0,0.0
2016-12-23,4940.02,0.0,0.0,0.0,0.0
2016-12-22,4934.39,0.0,0.0,0.0,0.0
2016-12-21,4948.9,0.0,0.0,0.0,0.0
2016-12-20,4953.8,0.0,0.0,0.0,0.0
2016-12-19,4934.85,0.0,0.0,0.0,0.0
